,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,suhu 1000 hpa,dewpoint 1000 hpa,suhu 850 hpa,dewpoint 850 hpa,suhu 700 hpa,dewpoint 700 hpa,suhu 500 hpa,dewpoint 500 hpa
145,0.98,36.6,20.6,20.7,0.83,0.89,2019-03-14 12:00:00,0.0,22.2,20.7,16.0,15.9,8.6,8.6,-4.7,-4.7
146,64.17,37.8,21.2,21.3,0.33,-0.01,2019-03-15 00:00:00,0.0,22.2,22.0,16.6,16.5,8.4,8.4,-4.7,-6.2
147,64.17,37.8,21.2,21.3,0.33,-0.01,2019-03-15 12:00:00,0.0,22.2,22.0,16.6,16.5,8.4,8.4,-4.7,-6.2
148,427.64,32.8,20.2,22.9,-1.61,0.52,2019-03-16 00:00:00,1.0,25.6,22.0,17.6,14.9,9.8,4.8,-5.3,-8.6
149,427.64,32.8,20.2,22.9,-1.61,0.52,2019-03-16 12:00:00,0.0,25.6,22.0,17.6,14.9,9.8,4.8,-5.3,-8.6
150,476.51,33.1,20.6,22.1,-1.99,0.61,2019-03-17 00:00:00,0.0,26.2,22.6,16.6,15.1,9.0,4.9,-5.5,-7.4
151,476.51,33.1,20.6,22.1,-1.99,0.61,2019-03-17 12:00:00,1.0,26.2,22.6,16.6,15.1,9.0,4.9,-5.5,-7.4
152,,,,,,,2019-03-18 00:00:00,0.0,,,,,,,,
153,80.19,33.2,18.1,22.5,0.1,2.54,2019-03-18 12:00:00,0.0,23.8,21.8,17.6,13.2,8.0,5.5,-4.9,-6.6
154,402.6,27.7,20.7,24.3,-2.79,-0.19,2019-03-19 00:00:00,0.0,25.8,21.4,18.0,14.4,10.0,-1.0,-6.3,-8.7
155,402.6,27.7,20.7,24.3,-2.79,-0.19,2019-03-19 12:00:00,0.0,25.8,21.4,18.0,14.4,10.0,-1.0,-6.3,-8.7
156,735.7,27.7,20.7,23.7,-2.89,-0.17,2019-03-20 00:00:00,0.0,26.4,21.6,18.0,15.0,10.4,-0.6,-5.7,11.7
157,735.7,27.7,20.7,23.7,-2.89,-0.17,2019-03-20 12:00:00,0.0,26.4,21.6,18.0,15.0,10.4,-0.6,-5.7,11.7
158,176.93,32.7,18.8,22.7,0.01,1.34,2019-03-21 00:00:00,0.0,26.0,21.4,18.8,14.9,9.8,4.9,-3.9,12.9
159,176.93,32.7,18.8,22.7,0.01,1.34,2019-03-21 12:00:00,0.0,26.0,21.4,18.8,14.9,9.8,4.9,-3.9,12.9
160,568.96,27.8,21.6,24.1,-2.51,-1.15,2019-03-22 00:00:00,0.0,26.2,21.8,18.2,15.7,10.2,-1.8,-5.9,11.9
161,568.96,27.8,21.6,24.1,-2.51,-1.15,2019-03-22 12:00:00,0.0,26.2,21.8,18.2,15.7,10.2,-1.8,-5.9,11.9
162,890.71,35.1,20.7,23.7,-2.63,-0.44,2019-03-23 00:00:00,0.0,26.2,22.5,18.6,15.6,9.4,5.2,-5.1,14.1
163,890.71,35.1,20.7,23.7,-2.63,-0.44,2019-03-23 12:00:00,0.0,26.2,22.5,18.6,15.6,9.4,5.2,-5.1,14.1
164,580.94,34.4,20.4,22.5,-1.7,0.24,2019-03-24 00:00:00,0.0,26.4,23.1,17.8,15.7,10.0,6.2,-4.7,14.7
165,580.94,34.4,20.4,22.5,-1.7,0.24,2019-03-24 12:00:00,0.0,26.4,23.1,17.8,15.7,10.0,6.2,-4.7,14.7
166,575.77,34.7,20.2,23.1,-1.68,0.24,2019-03-25 00:00:00,0.0,27.0,22.0,18.2,15.3,9.4,5.7,-4.9,-9.9
167,575.77,34.7,20.2,23.1,-1.68,0.24,2019-03-25 12:00:00,0.0,27.0,22.0,18.2,15.3,9.4,5.7,-4.9,-9.9
168,641.61,34.2,19.6,23.5,-2.03,0.72,2019-03-26 00:00:00,0.0,27.0,23.2,18.4,14.5,9.6,5.8,-5.1,-9.1
169,641.61,34.2,19.6,23.5,-2.03,0.72,2019-03-26 12:00:00,0.0,27.0,23.2,18.4,14.5,9.6,5.8,-5.1,-9.1
170,785.39,31.5,19.9,22.7,-2.05,0.82,2019-03-27 00:00:00,0.0,26.6,22.4,17.6,14.8,9.8,3.8,-5.1,14.1
171,785.39,31.5,19.9,22.7,-2.05,0.82,2019-03-27 12:00:00,1.0,26.6,22.4,17.6,14.8,9.8,3.8,-5.1,14.1
172,207.38,38.7,21.9,22.9,-1.62,-0.98,2019-03-28 00:00:00,0.0,25.0,21.0,17.2,16.2,8.4,8.0,-5.7,-8.4
173,207.38,38.7,21.9,22.9,-1.62,-0.98,2019-03-28 12:00:00,0.0,25.0,21.0,17.2,16.2,8.4,8.0,-5.7,-8.4
174,0.0,29.9,19.5,23.1,-29.26,2.64,2019-03-29 00:00:00,1.0,21.8,18.0,14.4,10.8,5.6,1.6,-8.7,13.2
175,0.0,29.9,19.5,23.1,-29.26,2.64,2019-03-29 12:00:00,0.0,21.8,18.0,14.4,10.8,5.6,1.6,-8.7,13.2
176,489.09,33.7,19.6,23.7,-1.7,0.79,2019-03-30 00:00:00,0.0,26.0,21.9,18.2,14.1,10.0,5.9,-5.5,-9.9
177,489.09,33.7,19.6,23.7,-1.7,0.79,2019-03-30 12:00:00,0.0,26.0,21.9,18.2,14.1,10.0,5.9,-5.5,-9.9
178,548.21,35.3,19.7,23.1,-2.28,0.99,2019-03-31 00:00:00,1.0,25.8,23.3,17.6,14.2,9.4,7.4,-5.5,-9.3
179,548.21,35.3,19.7,23.1,-2.28,0.99,2019-03-31 12:00:00,1.0,25.8,23.3,17.6,14.2,9.4,7.4,-5.5,-9.3
180,47.3,31.6,19.6,22.7,0.06,0.93,2019-04-01 00:00:00,0.0,24.6,20.9,18.0,14.9,9.8,3.8,-4.7,10.7
181,47.3,31.6,19.6,22.7,0.06,0.93,2019-04-01 12:00:00,1.0,24.6,20.9,18.0,14.9,9.8,3.8,-4.7,10.7
182,194.6,36.8,20.5,23.5,-1.78,0.12,2019-04-02 00:00:00,0.0,24.6,22.2,17.8,14.8,9.4,7.9,-5.7,12.7
183,194.6,36.8,20.5,23.5,-1.78,0.12,2019-04-02 12:00:00,0.0,24.6,22.2,17.8,14.8,9.4,7.9,-5.7,12.7
184,198.94,35.8,21.2,23.1,-1.3,-0.47,2019-04-03 00:00:00,0.0,25.2,21.7,17.6,15.7,9.2,6.2,-5.5,-6.9
185,198.94,35.8,21.2,23.1,-1.3,-0.47,2019-04-03 12:00:00,0.0,25.2,21.7,17.6,15.7,9.2,6.2,-5.5,-6.9
186,,,,,,,2019-04-04 00:00:00,0.0,,,,,,,,
187,395.26,33.1,19.6,23.3,-1.45,0.73,2019-04-04 12:00:00,0.0,26.2,21.7,18.4,14.7,10.0,5.1,-4.9,-9.1
188,6.45,34.0,19.1,23.3,0.58,1.29,2019-04-05 00:00:00,0.0,27.2,19.2,18.2,14.0,8.8,5.5,-5.1,10.1
189,6.45,34.0,19.1,23.3,0.58,1.29,2019-04-05 12:00:00,1.0,27.2,19.2,18.2,14.0,8.8,5.5,-5.1,10.1
190,821.75,38.2,22.2,23.1,-3.23,-1.28,2019-04-06 00:00:00,1.0,24.6,22.7,17.2,16.3,7.6,6.4,-5.9,-6.7
191,821.75,38.2,22.2,23.1,-3.23,-1.28,2019-04-06 12:00:00,1.0,24.6,22.7,17.2,16.3,7.6,6.4,-5.9,-6.7
192,1057.47,32.5,20.3,22.9,-2.63,0.15,2019-04-07 00:00:00,0.0,26.0,23.2,18.2,15.6,11.0,5.0,-4.7,10.7
193,1057.47,32.5,20.3,22.9,-2.63,0.15,2019-04-07 12:00:00,0.0,26.0,23.2,18.2,15.6,11.0,5.0,-4.7,10.7
194,273.8,30.7,19.7,22.1,-0.3,0.84,2019-04-08 00:00:00,0.0,27.4,21.4,18.0,15.6,11.0,4.0,-4.1,17.1
195,273.8,30.7,19.7,22.1,-0.3,0.84,2019-04-08 12:00:00,0.0,27.4,21.4,18.0,15.6,11.0,4.0,-4.1,17.1
196,563.71,32.1,18.3,24.3,-1.63,1.3,2019-04-09 00:00:00,0.0,27.4,22.4,19.8,13.8,11.0,5.0,-4.5,15.5
197,563.71,32.1,18.3,24.3,-1.63,1.3,2019-04-09 12:00:00,0.0,27.4,22.4,19.8,13.8,11.0,5.0,-4.5,15.5
198,973.53,31.2,18.4,23.3,-1.56,1.28,2019-04-10 00:00:00,0.0,26.8,22.7,19.8,14.9,10.8,3.8,-3.5,18.5
199,973.53,31.2,18.4,23.3,-1.56,1.28,2019-04-10 12:00:00,0.0,26.8,22.7,19.8,14.9,10.8,3.8,-3.5,18.5
200,0.0,30.1,17.5,23.5,0.67,2.18,2019-04-11 00:00:00,0.0,26.0,20.0,19.6,13.6,11.0,4.0,-3.9,14.9
201,0.0,30.1,17.5,23.5,0.67,2.18,2019-04-11 12:00:00,0.0,26.0,20.0,19.6,13.6,11.0,4.0,-3.9,14.9
202,1326.73,34.9,17.5,23.5,-3.04,2.42,2019-04-12 00:00:00,1.0,26.8,22.5,19.0,13.0,9.6,8.0,-4.5,13.5
203,1326.73,34.9,17.5,23.5,-3.04,2.42,2019-04-12 12:00:00,0.0,26.8,22.5,19.0,13.0,9.6,8.0,-4.5,13.5
204,,,,,,,2019-04-13 00:00:00,1.0,,,,,,,,
205,528.25,32.1,17.1,23.1,-1.28,2.82,2019-04-13 12:00:00,1.0,26.2,22.0,19.0,13.0,10.4,6.4,-4.1,10.1
206,199.77,34.7,20.7,23.1,-1.6,-0.07,2019-04-14 00:00:00,0.0,24.6,22.9,17.8,15.4,10.8,7.0,-5.3,-7.4
207,199.77,34.7,20.7,23.1,-1.6,-0.07,2019-04-14 12:00:00,1.0,24.6,22.9,17.8,15.4,10.8,7.0,-5.3,-7.4
208,291.3,35.4,20.5,24.7,-2.07,-0.37,2019-04-15 00:00:00,0.0,24.6,22.8,18.8,14.6,10.0,6.1,-5.9,-6.1
209,291.3,35.4,20.5,24.7,-2.07,-0.37,2019-04-15 12:00:00,0.0,24.6,22.8,18.8,14.6,10.0,6.1,-5.9,-6.1
210,501.46,35.7,19.5,24.5,-2.22,0.42,2019-04-16 00:00:00,0.0,26.4,23.0,19.2,14.2,9.0,6.0,-5.3,-7.2
211,501.46,35.7,19.5,24.5,-2.22,0.42,2019-04-16 12:00:00,0.0,26.4,23.0,19.2,14.2,9.0,6.0,-5.3,-7.2
212,256.75,33.0,21.0,23.3,-1.89,-0.46,2019-04-17 00:00:00,1.0,26.6,22.0,18.0,15.7,11.0,5.0,-5.3,-8.6
213,256.75,33.0,21.0,23.3,-1.89,-0.46,2019-04-17 12:00:00,0.0,26.6,22.0,18.0,15.7,11.0,5.0,-5.3,-8.6
214,6.07,35.7,18.6,23.3,0.66,1.5,2019-04-18 00:00:00,0.0,26.8,20.8,18.8,14.1,9.4,7.7,-4.5,10.5
215,6.07,35.7,18.6,23.3,0.66,1.5,2019-04-18 12:00:00,0.0,26.8,20.8,18.8,14.1,9.4,7.7,-4.5,10.5
216,0.0,28.5,18.1,22.5,2.13,1.77,2019-04-19 00:00:00,0.0,26.2,21.2,19.4,15.0,10.8,1.8,-3.1,12.1
217,0.0,28.5,18.1,22.5,2.13,1.77,2019-04-19 12:00:00,0.0,26.2,21.2,19.4,15.0,10.8,1.8,-3.1,12.1
218,232.71,34.8,18.3,22.7,-0.29,1.74,2019-04-20 00:00:00,1.0,25.8,20.9,19.0,14.6,10.0,7.5,-3.7,11.7
219,232.71,34.8,18.3,22.7,-0.29,1.74,2019-04-20 12:00:00,1.0,25.8,20.9,19.0,14.6,10.0,7.5,-3.7,11.7
220,151.17,37.2,20.8,23.5,-1.67,-0.26,2019-04-21 00:00:00,1.0,25.8,21.4,18.0,15.3,9.2,7.6,-5.5,-6.7
221,151.17,37.2,20.8,23.5,-1.67,-0.26,2019-04-21 12:00:00,0.0,25.8,21.4,18.0,15.3,9.2,7.6,-5.5,-6.7
222,72.48,34.9,18.9,22.5,-0.54,1.34,2019-04-22 00:00:00,0.0,26.6,22.6,18.6,15.0,10.0,7.4,-3.9,-8.7
223,72.48,34.9,18.9,22.5,-0.54,1.34,2019-04-22 12:00:00,1.0,26.6,22.6,18.6,15.0,10.0,7.4,-3.9,-8.7
224,97.0,38.4,20.6,21.9,-0.49,-0.15,2019-04-23 00:00:00,0.0,24.8,22.9,18.2,16.9,10.4,10.0,-3.7,-5.4
225,97.0,38.4,20.6,21.9,-0.49,-0.15,2019-04-23 12:00:00,0.0,24.8,22.9,18.2,16.9,10.4,10.0,-3.7,-5.4
226,37.01,31.0,15.1,22.1,1.62,4.64,2019-04-24 00:00:00,0.0,27.0,22.4,19.2,12.2,11.8,8.5,-2.9,20.9
227,37.01,31.0,15.1,22.1,1.62,4.64,2019-04-24 12:00:00,1.0,27.0,22.4,19.2,12.2,11.8,8.5,-2.9,20.9
228,46.96,31.4,15.3,22.3,0.24,4.36,2019-04-25 00:00:00,0.0,26.4,22.0,19.4,12.4,11.2,7.9,-2.9,-6.9
229,46.96,31.4,15.3,22.3,0.24,4.36,2019-04-25 12:00:00,0.0,26.4,22.0,19.4,12.4,11.2,7.9,-2.9,-6.9
230,43.08,34.8,16.3,22.3,0.62,3.38,2019-04-26 00:00:00,1.0,26.0,21.9,19.6,13.6,10.0,8.9,-2.7,-8.7
231,43.08,34.8,16.3,22.3,0.62,3.38,2019-04-26 12:00:00,0.0,26.0,21.9,19.6,13.6,10.0,8.9,-2.7,-8.7
232,6.66,36.6,19.0,22.1,0.56,1.08,2019-04-27 00:00:00,1.0,26.8,21.9,19.0,15.9,10.4,9.0,-3.1,-7.0
233,6.66,36.6,19.0,22.1,0.56,1.08,2019-04-27 12:00:00,1.0,26.8,21.9,19.0,15.9,10.4,9.0,-3.1,-7.0
234,802.13,39.7,21.6,23.5,-3.28,-1.33,2019-04-28 00:00:00,1.0,25.6,24.1,18.6,16.7,10.0,9.5,-4.9,-6.0
235,802.13,39.7,21.6,23.5,-3.28,-1.33,2019-04-28 12:00:00,1.0,25.6,24.1,18.6,16.7,10.0,9.5,-4.9,-6.0
236,4.88,36.7,20.1,23.1,-0.17,0.25,2019-04-29 00:00:00,0.0,25.2,21.0,18.4,15.4,10.0,8.2,-4.7,-4.8
237,4.88,36.7,20.1,23.1,-0.17,0.25,2019-04-29 12:00:00,0.0,25.2,21.0,18.4,15.4,10.0,8.2,-4.7,-4.8
238,0.0,34.9,17.1,25.1,1.45,2.07,2019-04-30 00:00:00,0.0,26.4,20.4,20.4,12.4,10.0,7.4,-4.7,-6.0
239,0.0,34.9,17.1,25.1,1.45,2.07,2019-04-30 12:00:00,0.0,26.4,20.4,20.4,12.4,10.0,7.4,-4.7,-6.0
240,39.79,35.0,21.0,23.3,-0.32,-0.64,2019-05-01 00:00:00,0.0,26.8,19.8,18.4,16.1,10.0,5.6,-4.9,-8.2
241,39.79,35.0,21.0,23.3,-0.32,-0.64,2019-05-01 12:00:00,0.0,26.8,19.8,18.4,16.1,10.0,5.6,-4.9,-8.2
242,328.69,40.2,23.2,23.3,-2.37,-2.4,2019-05-02 00:00:00,1.0,24.6,22.6,17.4,17.3,8.6,8.2,-5.9,-9.4
243,328.69,40.2,23.2,23.3,-2.37,-2.4,2019-05-02 12:00:00,0.0,24.6,22.6,17.4,17.3,8.6,8.2,-5.9,-9.4
244,502.16,31.9,16.7,26.7,-2.05,1.9,2019-05-03 00:00:00,0.0,27.6,21.6,21.2,11.2,10.4,4.4,-5.5,-7.7
245,502.16,31.9,16.7,26.7,-2.05,1.9,2019-05-03 12:00:00,0.0,27.6,21.6,21.2,11.2,10.4,4.4,-5.5,-7.7
246,1112.66,32.4,20.6,24.9,-3.97,-0.47,2019-05-04 00:00:00,0.0,25.8,22.5,18.8,14.5,10.6,3.6,-6.1,10.3
247,1112.66,32.4,20.6,24.9,-3.97,-0.47,2019-05-04 12:00:00,0.0,25.8,22.5,18.8,14.5,10.6,3.6,-6.1,10.3
248,276.82,30.9,19.1,23.7,-1.25,1.01,2019-05-05 00:00:00,1.0,25.6,21.0,18.8,14.2,11.0,4.0,-4.9,21.9
249,276.82,30.9,19.1,23.7,-1.25,1.01,2019-05-05 12:00:00,0.0,25.6,21.0,18.8,14.2,11.0,4.0,-4.9,21.9
250,209.9,34.1,19.3,23.3,-0.93,0.93,2019-05-06 00:00:00,0.0,25.8,21.9,18.6,14.6,10.6,6.8,-4.7,14.7
251,209.9,34.1,19.3,23.3,-0.93,0.93,2019-05-06 12:00:00,0.0,25.8,21.9,18.6,14.6,10.6,6.8,-4.7,14.7
252,308.68,25.2,19.8,23.3,-1.36,0.53,2019-05-07 00:00:00,0.0,25.8,20.8,18.4,14.9,11.4,-1.6,-4.9,-9.2
253,308.68,25.2,19.8,23.3,-1.36,0.53,2019-05-07 12:00:00,0.0,25.8,20.8,18.4,14.9,11.4,-1.6,-4.9,-9.2
254,408.99,28.1,16.3,23.3,-1.68,3.59,2019-05-08 00:00:00,0.0,25.4,23.0,18.8,11.8,11.2,4.2,-4.5,14.5
255,408.99,28.1,16.3,23.3,-1.68,3.59,2019-05-08 12:00:00,0.0,25.4,23.0,18.8,11.8,11.2,4.2,-4.5,14.5
256,52.06,27.9,17.5,23.5,-0.95,2.66,2019-05-09 00:00:00,0.0,25.0,21.1,18.4,12.4,11.2,3.2,-5.1,32.1
257,52.06,27.9,17.5,23.5,-0.95,2.66,2019-05-09 12:00:00,0.0,25.0,21.1,18.4,12.4,11.2,3.2,-5.1,32.1
258,118.63,24.5,16.5,22.5,-0.52,3.83,2019-05-10 00:00:00,0.0,26.8,20.8,18.0,12.0,10.0,0.0,-4.5,27.5
259,118.63,24.5,16.5,22.5,-0.52,3.83,2019-05-10 12:00:00,0.0,26.8,20.8,18.0,12.0,10.0,0.0,-4.5,27.5
260,40.05,32.1,17.9,24.9,-0.58,1.84,2019-05-11 00:00:00,0.0,26.4,20.4,19.2,12.2,8.8,3.8,-5.7,14.7
261,40.05,32.1,17.9,24.9,-0.58,1.84,2019-05-11 12:00:00,1.0,26.4,20.4,19.2,12.2,8.8,3.8,-5.7,14.7
262,468.31,38.5,20.5,23.1,-1.84,0.04,2019-05-12 00:00:00,0.0,26.0,21.9,18.0,15.4,8.6,8.6,-5.1,-9.4
263,468.31,38.5,20.5,23.1,-1.84,0.04,2019-05-12 12:00:00,0.0,26.0,21.9,18.0,15.4,8.6,8.6,-5.1,-9.4
264,3.96,32.3,19.5,23.7,0.74,0.63,2019-05-13 00:00:00,0.0,26.4,19.4,18.8,14.6,10.4,4.4,-4.9,14.9
265,3.96,32.3,19.5,23.7,0.74,0.63,2019-05-13 12:00:00,1.0,26.4,19.4,18.8,14.6,10.4,4.4,-4.9,14.9
266,224.77,34.3,19.9,24.7,-1.24,-0.05,2019-05-14 00:00:00,0.0,27.2,21.2,19.4,14.6,10.2,5.2,-5.3,17.3
267,224.77,34.3,19.9,24.7,-1.24,-0.05,2019-05-14 12:00:00,0.0,27.2,21.2,19.4,14.6,10.2,5.2,-5.3,17.3
268,283.45,34.9,20.8,24.5,-1.93,-0.65,2019-05-15 00:00:00,0.0,27.0,21.0,18.8,15.1,10.4,5.7,-5.7,16.7
269,283.45,34.9,20.8,24.5,-1.93,-0.65,2019-05-15 12:00:00,0.0,27.0,21.0,18.8,15.1,10.4,5.7,-5.7,16.7
270,265.48,36.5,19.3,22.9,-0.91,0.94,2019-05-16 00:00:00,0.0,27.0,22.1,18.6,15.0,9.4,8.0,-4.3,31.3
271,265.48,36.5,19.3,22.9,-0.91,0.94,2019-05-16 12:00:00,0.0,27.0,22.1,18.6,15.0,9.4,8.0,-4.3,31.3
272,0.0,25.9,10.9,23.9,2.68,7.53,2019-05-17 00:00:00,0.0,26.6,16.6,19.6,6.6,10.0,5.4,-4.3,20.3
273,0.0,25.9,10.9,23.9,2.68,7.53,2019-05-17 12:00:00,0.0,26.6,16.6,19.6,6.6,10.0,5.4,-4.3,20.3
274,0.0,26.7,13.1,23.1,3.39,6.37,2019-05-18 00:00:00,0.0,26.2,18.2,18.6,8.6,10.4,5.4,-4.5,17.5
275,0.0,26.7,13.1,23.1,3.39,6.37,2019-05-18 12:00:00,0.0,26.2,18.2,18.6,8.6,10.4,5.4,-4.5,17.5
276,3.47,25.5,14.7,25.7,0.46,4.17,2019-05-19 00:00:00,0.0,24.6,18.6,19.8,8.8,10.6,1.6,-5.9,16.9
277,3.47,25.5,14.7,25.7,0.46,4.17,2019-05-19 12:00:00,0.0,24.6,18.6,19.8,8.8,10.6,1.6,-5.9,16.9
278,369.79,22.9,20.7,25.7,-2.72,-0.78,2019-05-20 00:00:00,0.0,26.8,22.1,19.2,14.2,11.6,-5.4,-6.5,18.5
279,369.79,22.9,20.7,25.7,-2.72,-0.78,2019-05-20 12:00:00,0.0,26.8,22.1,19.2,14.2,11.6,-5.4,-6.5,18.5
280,33.35,23.5,18.3,25.3,-1.02,1.44,2019-05-21 00:00:00,0.0,25.8,21.4,19.2,12.2,11.0,-3.0,-6.1,14.1
281,33.35,23.5,18.3,25.3,-1.02,1.44,2019-05-21 12:00:00,0.0,25.8,21.4,19.2,12.2,11.0,-3.0,-6.1,14.1
282,160.84,30.6,19.4,22.5,-1.19,1.49,2019-05-22 00:00:00,1.0,26.6,21.7,17.2,14.1,10.6,4.6,-5.3,-9.1
283,160.84,30.6,19.4,22.5,-1.19,1.49,2019-05-22 12:00:00,0.0,26.6,21.7,17.2,14.1,10.6,4.6,-5.3,-9.1
284,244.3,29.0,20.0,22.9,-2.01,0.99,2019-05-23 00:00:00,0.0,26.2,22.2,17.0,14.1,9.6,1.6,-5.9,-8.4
285,244.3,29.0,20.0,22.9,-2.01,0.99,2019-05-23 12:00:00,0.0,26.2,22.2,17.0,14.1,9.6,1.6,-5.9,-8.4
286,0.0,30.8,16.5,22.5,1.12,4.07,2019-05-24 00:00:00,0.0,26.8,20.8,17.4,11.4,9.2,6.1,-5.1,13.1
